FP,isFake,SET
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10485_22981_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/32_12413_A_real_A_3.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5777-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10476_22991_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10481_22992_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-1675-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1461-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-923-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7083-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/27_22905_A_real_A_3.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-243-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10489_22962_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10491_23003_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10474_22990_2.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3207-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-119-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10475_23006_3.png,0,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3391-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/17_12424_A_real_A_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/26_12429_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-206-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2476-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/31_22864_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5942-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10491_22987_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-1387-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-572-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10493_22978_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10456_22986_3.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5614-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10488_22979_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3914-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1721-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10459_22965_0.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3733-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3047-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10458_22966_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/17_12429_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-2745-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3198-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10484_22995_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10477_22968_1.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2743-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/18_22872_A_real_A_1.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2731-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10454_22971_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6869-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5812-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-516-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3693-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-2554-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3104-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/22_22877_A_real_A_3.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3155-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7498-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7075-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/14_22871_A_real_A_3.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-2068-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/31_12413_A_real_A_2.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5970-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/30_12419_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10482_23002_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6775-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10493_23006_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10467_22970_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10474_22979_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10458_23002_0.png,0,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-928-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3989-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3283-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10476_22993_2.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-2140-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/33_12411_A_real_A_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/12_22901_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/18_12427_A_real_A_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10458_22965_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/24_22901_A_real_A_2.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2069-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10459_22968_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/26_12433_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-2414-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/13_12405_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-660-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3256-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2471-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3253-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10463_22973_3.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6437-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/20_22911_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5722-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6136-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6532-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10487_22969_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/27_12420_A_real_A_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10470_22994_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10487_22993_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/25_12410_A_real_A_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/5_12402_A_real_A_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/23_22907_A_real_A_3.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3750-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10492_22992_2.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7513-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/20_12415_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5638-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5228-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1827-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/20_12423_A_real_A_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6320-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10457_22977_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/18_12404_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/15_12413_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1464-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3477-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/12_22910_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10483_22983_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10486_22969_3.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5686-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/1_12431_A_real_A_2.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-947-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10461_22978_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/28_22901_A_real_A_3.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-345-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4564-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1671-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/4_22878_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10467_22967_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/18_22891_A_real_A_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3062-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/23_12414_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6838-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10467_22962_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7201-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6319-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10464_22974_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-2555-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3022-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10486_22961_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/23_22883_A_real_A_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10464_22971_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/30_12411_A_real_A_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10457_23000_3.png,0,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-497-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1323-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1153-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/18_22883_A_real_A_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10491_22974_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10479_22981_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/14_12401_A_real_A_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-2080-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6225-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3222-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/26_12418_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10492_22963_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/13_12430_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-1557-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/33_12431_A_real_A_3.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2152-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10457_22983_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/16_22866_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-2220-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/6_12413_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3127-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-782-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-877-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10494_22972_3.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4299-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/29_22906_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-2986-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1726-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4536-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10462_22984_3.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-389-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10487_22974_2.png,0,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3540-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3486-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3158-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/16_12406_A_real_A_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10485_22994_3.png,0,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-241-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4218-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5949-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10469_22988_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/12_22867_A_real_A_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/33_12421_A_real_A_3.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4100-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10482_22982_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10485_22997_0.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6632-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-501-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2943-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1902-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10454_22965_1.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-4017-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10471_22983_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-329-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/13_12405_A_real_A_3.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3094-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/31_22910_A_real_A_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/16_12421_A_real_A_2.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6865-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/6_12410_A_real_A_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/23_12431_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3071-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/10_22904_A_real_A_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/31_12412_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/29_22866_A_real_A_1.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2108-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10470_22959_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/26_12402_A_real_A_1.png,0,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-496-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-2990-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-305-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7894-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-75-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5781-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7645-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/29_22899_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/29_12422_A_real_A_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10455_22966_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10478_22977_3.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3440-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6914-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10491_22987_2.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3832-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-2852-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-1637-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4705-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-278-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/33_12413_A_real_A_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10470_23002_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4339-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/28_22878_A_real_A_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/15_12429_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3918-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/25_22870_A_real_A_3.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-4009-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10494_23000_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/22_22899_A_real_A_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/21_22885_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/29_12422_A_real_A_0.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3648-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10476_23003_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/22_22867_A_real_A_2.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6980-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10492_22994_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10491_22971_1.png,0,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1912-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/3_12409_A_real_A_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10494_22969_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7594-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/13_12413_A_real_A_1.png,0,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3431-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-44-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10480_23000_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/26_22864_A_real_A_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-1568-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-1453-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3258-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6336-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5449-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3016-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-46-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/25_22874_A_real_A_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10465_22967_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/14_12412_A_real_A_3.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3076-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2050-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10471_22970_2.png,0,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1602-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/32_12420_A_real_A_2.png,0,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3167-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7053-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/5_12414_A_real_A_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/31_22904_A_real_A_1.png,0,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5905-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3031-ema.jpg,1,test
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3354-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10475_22987_1.png,0,test
