FP,isFake,SET
../data/anti-deepfake-data and code/data/authentic/Tacoma/10455_23001.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10462_23005.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/28_12427_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10464_22973.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/32_12421_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10458_22999.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_22962.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10490_22968.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10459_22976.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10473_22992.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10469_23004.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22976.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10472_22987.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10477_22985.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10487_23005.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10486_22969.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10467_22998.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/24_12407_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/33_12432_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/21_22874_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10462_22995.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10463_22981.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10482_22980.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10476_22976.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10454_22970.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10491_23003.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10480_22976.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/29_12430_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/3_12409_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10492_22959.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10484_22996.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/33_22869_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/25_22874_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10478_22997.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10495_22959.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/18_22870_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10492_22980.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10494_22975.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10479_22995.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10478_22970.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10469_22991.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/19_22911_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10463_22970.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10481_22987.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10474_22966.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10464_22983.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10491_22994.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10489_22974.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10478_22973.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10486_22966.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10493_22980.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10492_22966.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/25_22897_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10471_22982.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10456_23005.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/17_22886_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10460_22970.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10470_22980.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/10_22882_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10457_22971.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/24_22901_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10460_22968.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/3_12414_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10469_22977.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10461_22993.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10470_22964.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/30_12423_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/23_22880_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/18_12433_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/12_12408_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10490_22973.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10456_22961.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10473_22976.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/26_12433_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10462_22977.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/22_12424_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10491_22998.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10480_22961.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/11_12424_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10474_22992.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10487_22994.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/23_22876_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/11_22868_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/12_12411_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/23_22896_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10485_23002.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10455_22970.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10460_22998.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/32_12433_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/2_12411_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/18_22900_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/6_12421_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10488_22997.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10470_22980.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10488_22982.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10464_22977.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10463_23005.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/31_22868_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10480_22984.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/11_12402_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10477_22986.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/18_12419_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/11_22880_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/31_12433_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10460_23006.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/26_22895_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10466_22980.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/12_22865_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10462_22977.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/13_22904_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10482_22973.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10478_23003.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/16_22912_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10486_22972.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/15_22898_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10487_22983.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10457_22979.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10484_22990.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10482_23001.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10460_22976.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10471_22990.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10463_22962.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/27_22891_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10457_23003.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10486_22998.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_22991.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/5_12429_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10455_22999.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10472_22993.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/10_22903_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10457_22960.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22993.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10473_22983.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10455_22969.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10481_22967.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10481_22981.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10476_23005.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/6_12417_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/19_22871_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10486_22959.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10469_22968.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/28_22893_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10475_22976.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/31_22904_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10480_22960.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10459_22991.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10488_22960.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10461_22980.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10476_22966.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10464_22993.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10463_22972.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10489_22963.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/3_12421_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/31_22866_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10479_22989.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/20_22879_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10475_22986.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10494_22960.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10461_22998.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10481_22968.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/22_12405_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10494_22973.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10469_22967.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/14_12410_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10485_22981.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/5_12403_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10470_22965.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/17_22897_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10462_23002.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/17_12434_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22991.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10460_23002.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10472_22971.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10480_22966.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/17_12407_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/11_12401_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10484_22968.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/18_22872_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10462_22989.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10457_23004.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/14_12423_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10454_22997.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10495_23005.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10481_22967.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10478_22964.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10455_23004.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10493_23001.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10468_22961.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22969.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10464_22984.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10455_23005.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10492_22968.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/10_22906_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10455_23003.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10480_22973.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10474_23002.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10463_22979.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/32_22907_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/26_22872_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10456_22965.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/3_12404_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/26_12422_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/25_22903_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10480_22963.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10485_22969.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10488_22974.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10459_22971.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/27_22878_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10466_22969.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10481_22994.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10459_23003.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10474_22978.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10475_22991.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10461_23006.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10461_22960.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10493_22984.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10466_22990.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10475_22997.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/23_22903_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/13_22873_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/20_22886_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10478_22996.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10473_22959.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10474_22965.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/12_12412_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10475_23004.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/19_12427_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10478_22961.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10459_22990.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10492_23003.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10461_22997.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10485_22978.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/15_22877_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10484_22963.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10467_22962.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/4_12413_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10471_23000.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10484_22961.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10483_22971.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10463_22971.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10491_22963.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/26_22909_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10485_22990.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/18_12403_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10464_22959.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/23_12409_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10491_22962.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/28_12414_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10454_22975.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/23_22901_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/32_22868_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10474_23003.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/31_12401_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10467_22963.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10490_22990.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/33_12434_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10482_22966.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10491_22968.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10467_22965.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10478_22977.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10474_22975.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10468_22987.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10484_22985.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10490_22960.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10476_22992.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/10_22870_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10460_22966.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10489_22959.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10459_22969.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10467_22969.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10495_23004.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10464_22965.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10493_22981.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10464_22959.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10479_22987.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle/11_22896_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10468_23003.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10484_22994.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10456_22976.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10454_22988.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10494_22999.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10481_22990.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10475_22995.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10482_22970.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/28_22904_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10493_22973.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10494_22979.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10462_22963.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10494_22992.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/14_22865_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10481_22997.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10468_22966.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10492_22959.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10464_22995.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10462_22974.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10483_22996.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10483_22968.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10489_22999.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10461_22970.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10486_22970.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/27_12407_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10493_22993.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10491_22967.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10485_22985.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10489_22966.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10465_22964.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle/18_22908_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10457_22981.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10457_22979.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10471_22981.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10494_22988.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10466_22977.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/6_12411_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing/16_12409_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10488_23004.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10454_22998.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10485_22962.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10486_22962.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10478_22964.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing/12_12402_A_real_A.png,0,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10469_22976.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10469_22995.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10479_22970.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10494_22964.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10465_22987.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10466_22999.png,0,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10478_22962.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10468_22998.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10457_22976.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10466_23003.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10485_23004.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10475_22967.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10476_22970.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10476_22973.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Seattle_style/10462_22972.jpg,1,train
../data/anti-deepfake-data and code/data/fake/Beijing_style/10462_22978.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10462_22973.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10475_22976.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10480_22982.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma/10486_22975.png,0,train
