FP,isFake,SET
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-46-19-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-18-35-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_11-40-57-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10464_23006_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10480_22983_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10486_22978_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10462_22973_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10461_22966_0.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_07-20-06-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10495_22964_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/11_12419_A_real_A_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10466_22992_3.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_03-07-46-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10461_22981_3.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_04-26-04-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_06-11-16-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10486_22994_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/21_12415_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10457_22986_2.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-36-34-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10467_22969_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10472_22983_2.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-52-20-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-10-19-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/23_12408_A_real_A_2.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_08-03-33-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_03-28-22-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-05-27-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10478_22999_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/24_12430_A_real_A_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/19_12431_A_real_A_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/24_22867_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10478_22994_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/29_12408_A_real_A_2.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_04-25-31-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_01-11-28-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_01-59-40-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_11-07-15-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_09-34-07-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_00-35-28-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-30-10-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_04-37-02-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_13-45-19-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_09-53-47-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-25-56-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10489_22980_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10476_22996_2.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_09-00-13-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/25_22899_A_real_A_1.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-30-17-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10487_23006_3.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_10-57-15-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10470_23005_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/16_12416_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10473_22998_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/20_22873_A_real_A_3.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_01-58-54-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_04-59-56-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10467_22991_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/22_12423_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10471_22988_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/15_12426_A_real_A_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10466_22988_1.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-20-53-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_08-00-56-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-00-29-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/3_12432_A_real_A_1.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_01-40-36-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/22_12430_A_real_A_2.png,0,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_04-51-54-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-55-59-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/29_22899_A_real_A_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10465_22977_3.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_09-51-29-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-11-17-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_05-34-41-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_09-08-29-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10475_22959_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/23_22911_A_real_A_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/21_22868_A_real_A_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10461_22977_0.png,0,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-21-25-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-13-41-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_04-38-47-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-58-38-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10467_22973_0.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_10-36-00-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-29-06-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10465_22963_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/16_22909_A_real_A_0.png,0,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-09-37-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-30-55-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/4_12428_A_real_A_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10457_22959_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/19_22883_A_real_A_3.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-28-10-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/33_12424_A_real_A_3.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-18-55-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-46-09-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10462_23005_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/13_12403_A_real_A_2.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_01-51-31-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/15_12421_A_real_A_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/26_12402_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10464_22978_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10475_22995_2.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_08-02-19-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-16-52-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10494_22978_1.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_08-24-42-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-07-46-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_08-00-55-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_08-02-31-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-54-21-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_07-29-59-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10493_22961_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/30_12419_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10465_22960_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10474_22969_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10472_22978_3.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_10-29-02-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_11-48-02-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/22_22894_A_real_A_0.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_01-51-36-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10454_22977_2.png,0,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_07-48-45-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10458_23000_2.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_04-08-22-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_00-57-10-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/28_12431_A_real_A_1.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_07-44-59-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/19_12413_A_real_A_0.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_01-53-45-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_04-15-24-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10456_22978_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/10_22908_A_real_A_2.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_10-22-03-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/33_22870_A_real_A_2.png,0,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_07-31-06-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/18_12408_A_real_A_3.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_07-04-20-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_04-52-30-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10472_22975_0.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_00-34-24-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_06-46-41-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10477_22980_2.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_09-42-05-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_06-32-48-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10458_22977_0.png,0,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-21-53-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/2_12421_A_real_A_0.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_08-26-50-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-49-31-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_06-53-43-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/15_22878_A_real_A_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/25_22898_A_real_A_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10484_22961_3.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_06-53-49-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10487_22970_1.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_08-34-24-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/29_22898_A_real_A_0.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_06-30-34-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10475_22974_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/19_12423_A_real_A_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/20_12432_A_real_A_0.png,0,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-09-31-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_00-40-58-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10455_22963_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10477_22973_1.png,0,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_06-06-42-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_05-19-50-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-46-33-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-00-32-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_00-29-40-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/14_12413_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/17_12418_A_real_A_3.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-17-57-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/18_22911_A_real_A_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10471_22980_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/20_22874_A_real_A_0.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_08-31-27-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_13-01-11-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_06-41-35-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_09-46-11-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-46-51-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_11-20-27-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-49-26-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-16-23-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10480_23006_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/12_12421_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/2_12420_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/5_12405_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/32_22869_A_real_A_0.png,0,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-34-48-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_04-16-00-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_00-40-31-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_00-34-00-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10468_22996_3.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-38-46-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_01-38-14-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-19-51-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-21-48-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-27-12-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_10-55-45-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10488_22988_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/10_12418_A_real_A_3.png,0,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-14-36-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_00-57-27-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10475_22991_1.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-04-16-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-44-36-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10481_22971_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/25_22905_A_real_A_3.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_07-49-09-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10479_22964_0.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-08-26-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_05-43-05-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_09-19-43-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10464_22994_3.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-51-47-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/30_22869_A_real_A_2.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_01-54-14-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-51-58-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/32_12430_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/19_12412_A_real_A_0.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_03-57-16-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-04-43-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-57-56-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_09-15-02-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10458_22985_1.png,0,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_07-13-17-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10487_23000_1.png,0,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/26_22887_A_real_A_0.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_04-03-32-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/22_22878_A_real_A_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10466_22975_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/1_12432_A_real_A_0.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_07-28-07-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10483_22983_0.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-56-21-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_01-33-03-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10463_22975_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10468_22975_1.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_06-27-07-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-07-45-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_01-01-40-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10489_22971_2.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-38-47-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_05-57-42-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10475_22975_0.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_05-21-47-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10490_22969_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10457_22968_2.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10460_22990_1.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-59-01-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Beijing_128/30_12432_A_real_A_1.png,0,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_07-00-25-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_06-20-44-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_03-56-35-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10473_22991_2.png,0,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_03-18-02-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_00-50-55-0-ema.jpg,1,test
../data/anti-deepfake-data and code/data/authentic/Seattle_128/11_22882_A_real_A_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10461_22984_3.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10486_22976_0.png,0,test
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10469_22983_0.png,0,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-07-16-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_09-10-49-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_03-29-43-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_06-07-19-0-ema.jpg,1,test
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-18-33-0-ema.jpg,1,test
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_04-49-43-0-ema.jpg,1,test
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-45-20-0-ema.jpg,1,test
